ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
965	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Coryopedilum	lowii	-
838	Paphiopedilum	Paphiopedilum	exul	Paphiopedilum			-
1072	Phragmipedium	Micropetalum	schlimii	Paphiopedilum	Micropetalum	schlimii	-
712	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum			-
713	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum		-
439	Paphiopedilum	Barbata	hookerae	Paphiopedilum	Barbata		-
334	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum	Barbata		-
335	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum	Barbata	wardii	-
592	Paphiopedilum	Parvisepalum	armeniacum	Cypripedium	Parvisepalum	armeniacum	-
593	Paphiopedilum	Parvisepalum	armeniacum	Cypripedium	Parvisepalum	armeniacum	-
468	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata		-
85	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Obtusipetala	flavum	-
86	Cypripedium	Obtusipetala	flavum		Obtusipetala	flavum	-
983	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Parvisepalum	primulinum	-
728	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum		tigrinum	-
1111	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Phragmipedium	ritchteri	-
347	Paphiopedilum	Barbata	fowliei	Paphiopedilum	Barbata		-
869	Paphiopedilum	Brachypetalum	concolor	Paphiopedilum		concolor	-
229	Paphiopedilum	Barbata	barbatum	Paphiopedilum	Barbata		-
999	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum			-
616	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Parvisepalum	delenatii	+
252	Paphiopedilum	Barbata	violascens	Paphiopedilum	Barbata	violascens	+
746	Paphiopedilum	Paphiopedilum	spicerianum	Cypripedium		fairrieanum	-
109	Cypripedium	Trigonopedia	sichuanense	Paphiopedilum	Cypripedium	sichuanense	-
494	Paphiopedilum	Barbata	acmodontum	Paphiopedilum	Barbata		-
370	Paphiopedilum	Barbata	callosum	Paphiopedilum	Barbata	callosum	+
885	Paphiopedilum	Brachypetalum	bellatulum	Paphiopedilum		godefroyae, bellatulum	-
745	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum		-
852	Paphiopedilum	Paphiopedilum	hirsutissimum	Paphiopedilum		hirsutissimum	-
761	Paphiopedilum	Paphiopedilum	helenae		Paphiopedilum	insigne	-
1073	Phragmipedium	Micropetalum	schlimii	Paphiopedilum	Micropetalum	schlimii	-
380	Paphiopedilum	Barbata	venustum	Paphiopedilum	Barbata		-
509	Paphiopedilum	Barbata	hennisianum	Paphiopedilum	Barbata	hennisianum	+
917	Paphiopedilum	Brachypetalum	godefroyae	Paphiopedilum		niveum	-
