ID	genus (exp.)	section (exp.)	species (exp.)	genus (class.)	section (class.)	species (class.)	Match
1068	Phragmipedium	Micropetalum	schlimii	Phragmipedium	Micropetalum	schlimii	+
1069	Phragmipedium	Micropetalum	schlimii	Phragmipedium	Micropetalum	schlimii	+
997	Paphiopedilum	Cochlopetalum	glaucophyllum	Paphiopedilum	Cochlopetalum		-
945	Paphiopedilum	Pardalopetalum	haynaldianum	Paphiopedilum	Paphiopedilum	lowii	-
50	Cypripedium	Cypripedium	tibeticum	Paphiopedilum	Cypripedium	tibeticum	-
51	Cypripedium	Cypripedium	tibeticum	Cypripedium	Trigonopedia		-
437	Paphiopedilum	Barbata	hookerae	Paphiopedilum			-
310	Paphiopedilum	Barbata	urbanianum	Paphiopedilum	Barbata		-
311	Paphiopedilum	Barbata	urbanianum	Paphiopedilum		wardii	-
850	Paphiopedilum	Paphiopedilum	hirsutissimum	Paphiopedilum	Barbata	tigrinum, villosum	-
522	Paphiopedilum	Barbata	wardii	Paphiopedilum	Paphiopedilum	wardii	-
693	Paphiopedilum	Paphiopedilum	fairrieanum	Paphiopedilum		fairrieanum	-
960	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Barbata	lowii	-
961	Paphiopedilum	Pardalopetalum	lowii	Paphiopedilum	Pardalopetalum	lowii	+
450	Paphiopedilum	Barbata	superbiens	Paphiopedilum			-
587	Paphiopedilum	Parvisepalum	armeniacum	Cypripedium	Parvisepalum	armeniacum	-
586	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum		armeniacum	-
182	Paphiopedilum	Coryopedilum	philippinense	Paphiopedilum	Brachypetalum, Cochlopetalum	philippinense	-
978	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Cochlopetalum, Paphiopedilum	primulinum	+
330	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum	Barbata	argus	-
331	Paphiopedilum	Barbata	sukhakulii	Paphiopedilum		sukhakulii	-
588	Paphiopedilum	Parvisepalum	armeniacum	Paphiopedilum	Parvisepalum	armeniacum	+
81	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Obtusipetala	flavum	-
82	Cypripedium	Obtusipetala	flavum	Paphiopedilum	Trigonopedia	flavum	-
867	Paphiopedilum	Brachypetalum	concolor	Paphiopedilum		concolor	-
821	Paphiopedilum	Paphiopedilum	barbigerum	Paphiopedilum	Paphiopedilum	barbigerum	+
726	Paphiopedilum	Paphiopedilum	tigrinum	Paphiopedilum	Barbata	tigrinum, villosum	-
787	Paphiopedilum	Paphiopedilum	henryanum	Paphiopedilum		henryanum	-
345	Paphiopedilum	Barbata	fowliei	Paphiopedilum	Barbata		-
915	Paphiopedilum	Brachypetalum	godefroyae	Paphiopedilum	Brachypetalum	godefroyae	+
378	Paphiopedilum	Barbata	venustum	Paphiopedilum	Barbata	callosum, sukhakulii	-
979	Paphiopedilum	Cochlopetalum	primulinum	Paphiopedilum	Paphiopedilum, Parvisepalum	primulinum	-
677	Paphiopedilum	Paphiopedilum	insigne	Paphiopedilum	Paphiopedilum	insigne	+
225	Paphiopedilum	Barbata	barbatum	Paphiopedilum			-
226	Paphiopedilum	Barbata	barbatum		Barbata	barbatum, superbiens	-
635	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum	malipoense	+
634	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum, Barbata		-
614	Paphiopedilum	Parvisepalum	delenatii	Paphiopedilum	Parvisepalum		-
465	Paphiopedilum	Barbata	purpuratum	Paphiopedilum	Barbata	purpuratum, lawrenceanum	+
709	Paphiopedilum	Paphiopedilum	villosum	Paphiopedilum	Paphiopedilum	barbigerum	-
107	Cypripedium	Trigonopedia	sichuanense	Paphiopedilum	Trigonopedia	sichuanense	-
492	Paphiopedilum	Barbata	acmodontum	Paphiopedilum	Paphiopedilum	urbanianum, superbiens	-
466	Paphiopedilum	Barbata	purpuratum	Paphiopedilum		barbatum	-
367	Paphiopedilum	Barbata	callosum	Paphiopedilum			-
368	Paphiopedilum	Barbata	callosum	Paphiopedilum	Paphiopedilum	callosum, barbatum	-
808	Paphiopedilum	Paphiopedilum	charlesworthii	Cypripedium, Phragmipedium	Paphiopedilum, Barbata	charlesworthii, fairrieanum	-
741	Paphiopedilum	Paphiopedilum	spicerianum	Paphiopedilum	Paphiopedilum	spicerianum	+
1048	Phragmipedium	Micropetalum	besseae	Phragmipedium	Micropetalum	besseae	+
759	Paphiopedilum	Paphiopedilum	helenae	Paphiopedilum	Paphiopedilum	helenae	+
250	Paphiopedilum	Barbata	violascens	Paphiopedilum		violascens, hennisianum	-
507	Paphiopedilum	Barbata	hennisianum	Paphiopedilum	Paphiopedilum	hennisianum	-
636	Paphiopedilum	Parvisepalum	malipoense	Paphiopedilum	Parvisepalum		-
1109	Phragmipedium	Phragmipedium	ritchteri	Paphiopedilum	Phragmipedium	ritchteri	-
